,시작지점의 위도,시작지점의 경도,열의 합,위치합
557,33.5193379,126.8743469,0.20622,160.3936848
558,33.51972627,126.5714882,0.411985,160.0912145
559,33.51983236,126.5880491,0.38892,160.1078815
560,33.52029216,126.5726991,0.411985,160.0929913
561,33.52109762,126.5854004,0.274505,160.106498
562,33.52126402,126.5813978,0.411985,160.1026618
563,33.52132252,126.5784039,0.343245,160.0997264
564,33.52132855,126.5780361,0.377632245,160.0993647
565,33.52139902,126.5872881,0.327384148,160.1086871
566,33.52552458,126.6099515,0.411985,160.1354761
567,33.52766134,126.6448212,0.343245,160.1724825
568,33.52786749,126.6135823,0.343601114,160.1414498
569,33.52919384,126.8395782,0.343245,160.368772
570,33.52988893,126.6164614,0.27496,160.1463503
571,33.53478306,126.6425213,0.20622,160.1773044
572,33.53681631,126.6588164,0.20622,160.1956327
573,33.5370849,126.6658885,0.20622,160.2029734
574,33.53912789,126.8265276,0.3437,160.3656555
575,33.54008902,126.8251426,0.309365778,160.3652317
576,33.54607809,126.8040454,0.206141872,160.3501235
577,33.54674421,126.6910394,0.13748,160.2377836
578,33.54788772,126.6946284,0.13748,160.2425162
579,33.5493303,126.7781246,0.20622,160.3274549
580,33.55067474,126.7956734,0.27496,160.3463481
581,33.55158518,126.7693852,0.291648269,160.3209704
582,33.5535247,126.739714,0.3437,160.2932387
583,33.55430203,126.7383794,0.3437,160.2926814
584,33.55531584,126.7366815,0.3437,160.2919973
585,33.55608018,126.7597321,0.32018,160.3158123
